tconst	ordering	nconst	category	job	characters
tt0000596	5	nm0026153	writer	from the story by	\N
tt0000596	6	nm0333175	cinematographer	\N	\N
tt0000596	7	nm2160063	actor	\N	["Tjener"]
tt0000596	8	nm0814379	actress	\N	["Heksen"]
tt0000597	1	nm0558863	actress	\N	\N
tt0000597	2	nm0159015	director	\N	\N
tt0000597	3	nm0954087	director	\N	\N
tt0000598	1	nm0617588	actor	\N	["Hamlet"]
tt0000598	2	nm0000636	writer	play	\N
tt0000599	1	nm0333175	actor	\N	["Jæger"]
tt0000599	2	nm0488932	actor	\N	["Jæger"]
tt0000599	3	nm0647763	actor	\N	["Jæger"]
tt0000601	1	nm0691995	actress	\N	["Elsa"]
tt0000601	2	nm1917268	actor	\N	["Lohengrin"]
tt0000601	3	nm0691994	actor	\N	\N
tt0000601	4	nm0003471	writer	opera	\N
tt0000601	5	nm0582268	producer	producer	\N
tt0000602	1	nm0333175	actor	\N	\N
tt0000602	2	nm0488932	actor	\N	["Løvejæger"]
tt0000602	3	nm0525876	actor	\N	["Løvejæger"]
tt0000602	4	nm4572288	actor	\N	["Black Bearer"]
tt0000602	5	nm0630737	writer	\N	\N
tt0000602	6	nm0647763	producer	producer	\N
tt0000603	1	nm0085865	actor	\N	\N
tt0000604	1	nm0488932	director	\N	\N
tt0000604	2	nm0333175	cinematographer	\N	\N
tt0000604	3	nm0845662	cinematographer	\N	\N
tt0000604	4	nm0777939	production_designer	\N	\N
tt0000605	1	nm0676941	actor	\N	\N
tt0000605	2	nm1003261	writer	screenplay	\N
tt0000605	3	nm0333175	cinematographer	\N	\N
tt0000606	1	nm0038106	actress	\N	["Manicurist"]
tt0000606	2	nm0366008	actor	\N	["Messenger"]
tt0000606	3	nm0642722	actor	\N	["Waiter"]
tt0000606	4	nm0005658	cinematographer	\N	\N
tt0000606	5	nm0555522	cinematographer	\N	\N
tt0000607	1	nm0422930	actor	\N	\N
tt0000607	2	nm0944584	actress	\N	\N
tt0000607	3	nm0194088	director	\N	\N
tt0000608	1	nm0380965	actor	\N	\N
tt0000608	2	nm0488932	director	\N	\N
tt0000608	3	nm0333175	cinematographer	\N	\N
tt0000609	1	nm0215516	actor	\N	["Othello"]
tt0000609	2	nm0143332	actress	\N	["Desdemona"]
tt0000609	3	nm0143333	actor	\N	["Iago"]
tt0000609	4	nm0624446	actress	\N	\N
tt0000609	5	nm0892614	director	\N	\N
tt0000609	6	nm0000636	writer	play "Othello"	\N
tt0000609	7	nm1135106	cinematographer	\N	\N
tt0000610	1	nm0691994	actor	\N	["Othello"]
tt0000610	2	nm0691995	actress	\N	["Desdemona"]
tt0000610	3	nm0691996	actress	\N	["Emilia"]
tt0000610	4	nm0000636	writer	play	\N
tt0000610	5	nm0582268	producer	producer	\N
tt0000611	10	nm0502752	actor	\N	\N
tt0000611	1	nm0098376	actor	\N	\N
tt0000611	2	nm0366609	actress	\N	\N
tt0000611	3	nm0764346	actor	\N	\N
tt0000611	4	nm0011370	actress	\N	\N
tt0000611	5	nm0091767	director	\N	\N
tt0000611	6	nm0783152	producer	producer	\N
tt0000611	7	nm0189000	cinematographer	\N	\N
tt0000611	8	nm0599781	actor	\N	\N
tt0000611	9	nm1320386	actor	\N	\N
tt0000612	1	nm0005717	director	\N	\N
tt0000613	1	nm1729031	actress	\N	["Casal Fugitivo"]
tt0000613	2	nm0495051	actor	\N	["Casal Fugitivo"]
tt0000613	3	nm0272889	actor	\N	["Policia Salalidade"]
tt0000613	4	nm1728086	actor	\N	\N
tt0000613	5	nm0274368	director	\N	\N
tt0000613	6	nm0180860	cinematographer	\N	\N
tt0000613	7	nm1726962	actor	\N	\N
tt0000613	8	nm1209346	actor	\N	\N
tt0000614	1	nm0558863	actress	\N	\N
tt0000614	2	nm0159015	director	\N	\N
tt0000614	3	nm0954087	director	co-director	\N
tt0000615	1	nm3071427	actor	\N	["Warrigal"]
tt0000615	2	nm0581353	actor	\N	["Warder"]
tt0000615	3	nm0888988	actor	\N	["Inspector of Police"]
tt0000615	4	nm0240418	actor	\N	["Trooper"]
tt0000615	5	nm0533958	director	\N	\N
tt0000615	6	nm0092809	writer	novel	\N
tt0000615	7	nm0167619	cinematographer	\N	\N
tt0000615	8	nm0346387	actor	\N	["Curate"]
tt0000615	9	nm0218953	actress	\N	\N
tt0000616	1	nm0005717	director	\N	\N
tt0000617	1	nm0676941	actor	\N	["Roever, cowboy"]
tt0000617	2	nm0623866	actress	\N	["Roeverens kone"]
tt0000617	3	nm0488932	actor	\N	\N
tt0000617	4	nm0022608	actress	\N	\N
tt0000617	5	nm0630737	writer	\N	\N
tt0000617	6	nm0333175	cinematographer	\N	\N
tt0000617	7	nm0470250	production_designer	\N	\N
tt0000618	1	nm0453315	actor	\N	["Salapolttaja"]
tt0000618	2	nm0700930	actor	\N	["Junkkari"]
tt0000618	3	nm0706854	actor	\N	["Salapolttaja"]
tt0000618	4	nm0712213	actor	\N	["Nimismiehen apulainen"]
tt0000618	5	nm0817086	director	\N	\N
tt0000618	6	nm0882755	writer	\N	\N
tt0000618	7	nm0836650	producer	producer	\N
tt0000618	8	nm0257788	cinematographer	\N	\N
tt0000619	1	nm0229900	cinematographer	\N	\N
tt0000620	1	nm0488932	actor	\N	\N
tt0000620	2	nm0333175	cinematographer	\N	\N
tt0000621	1	nm2140812	actor	\N	["Uncle"]
tt0000621	2	nm0693275	actress	\N	["Nephew"]
tt0000621	3	nm0280432	director	\N	\N
tt0000621	4	nm0378408	producer	producer	\N
tt0000622	1	nm0059578	actress	\N	\N
tt0000622	2	nm0347565	actor	\N	\N
tt0000622	3	nm0347571	actress	\N	\N
tt0000622	4	nm0422930	actor	\N	\N
tt0000622	5	nm0194088	director	\N	\N
tt0000622	6	nm0005717	director	\N	\N
tt0000622	7	nm0347320	writer	play "Terra baixa"	\N
tt0000622	8	nm0520648	actress	\N	\N
tt0000623	1	nm0488932	director	\N	\N
tt0000623	2	nm0333175	cinematographer	\N	\N
tt0000624	1	nm0298301	actress	\N	\N
tt0000625	1	nm0005717	director	\N	\N
tt0000626	1	nm0642722	actor	\N	["Ole"]
tt0000626	2	nm0005658	cinematographer	\N	\N
tt0000627	1	nm0226992	actor	\N	["Husband"]
tt0000627	2	nm0000428	actor	\N	["Lover"]
tt0000627	3	nm0642722	actor	\N	["Wedding Guest"]
tt0000627	4	nm0813603	actor	\N	["Wedding Guest"]
tt0000627	5	nm0567363	director	\N	\N
tt0000627	6	nm0005658	cinematographer	\N	\N
tt0000628	1	nm0424530	actor	\N	["Father"]
tt0000628	2	nm0038106	actress	\N	["Mother"]
tt0000628	3	nm0250676	actress	\N	["Dollie"]
tt0000628	4	nm0409390	actor	\N	["Gypsy"]
tt0000628	5	nm0000428	director	\N	\N
tt0000628	6	nm0005658	director	\N	\N
tt0000628	7	nm0853193	writer	writer	\N
tt0000628	8	nm0555522	cinematographer	\N	\N
tt0000628	9	nm1265835	actress	\N	["Gypsy's Wife"]
tt0000629	10	nm0038106	actress	\N	\N
tt0000629	1	nm0409390	actor	\N	["John Davis"]
tt0000629	2	nm0492757	actress	\N	["Mrs. John Davis"]
tt0000629	3	nm0813603	actor	\N	["Tom Foster"]
tt0000629	4	nm0250676	actress	\N	["The Davis' Daughter"]
tt0000629	5	nm0000428	director	\N	\N
tt0000629	6	nm0855139	writer	story "Enoch Arden"	\N
tt0000629	7	nm0940488	writer	writer	\N
tt0000629	8	nm0005658	cinematographer	\N	\N
tt0000629	9	nm0555522	cinematographer	\N	\N
tt0000630	1	nm0624446	actress	\N	["Ofelia"]
tt0000630	2	nm0143333	director	\N	\N
tt0000630	3	nm0000636	writer	play "Hamlet"	\N
tt0000630	4	nm0209738	producer	producer	\N
tt0000631	1	nm0173774	director	\N	\N
tt0000631	2	nm0000636	writer	play "Hamlet"	\N
tt0000632	1	nm0038260	actor	\N	\N
tt0000632	2	nm0140054	actor	\N	\N
tt0000632	3	nm0346090	actress	\N	\N
tt0000632	4	nm0582380	actress	\N	\N
tt0000632	5	nm0005717	director	\N	\N
tt0000632	6	nm0900293	writer	play	\N
tt0000632	7	nm0592634	actress	\N	\N
tt0000632	8	nm0651029	actor	\N	\N
tt0000632	9	nm0802955	actor	\N	\N
tt0000633	1	nm0294276	director	\N	\N
tt0000633	2	nm0378408	producer	producer	\N
tt0000634	10	nm0659947	actor	\N	["Lieutenant to Octavius Caesar"]
tt0000634	1	nm0007221	actor	\N	["Marc Antony"]
tt0000634	2	nm0492757	actress	\N	["Cleopatra"]
tt0000634	3	nm0710362	actor	\N	["Octavius Caesar"]
tt0000634	4	nm0152323	actor	\N	["Mark Anthony"]
tt0000634	5	nm0085865	director	\N	\N
tt0000634	6	nm0448682	director	\N	\N
tt0000634	7	nm0000636	writer	play	\N
tt0000634	8	nm0448667	actress	\N	["Cleopatra"]
tt0000634	9	nm0680887	actor	\N	["Octavius Caesar"]
tt0000636	1	nm0310155	actress	\N	\N
tt0000636	2	nm0119138	director	\N	\N
tt0000636	3	nm0000636	writer	play	\N
tt0000637	10	nm0006269	composer	\N	\N
tt0000637	1	nm0494039	actor	\N	["Henri III"]
tt0000637	2	nm0483056	actor	\N	["Le duc de Guise"]
tt0000637	3	nm0732264	actress	\N	["Marquise de Noirmoutier, maîtresse du duc"]
tt0000637	4	nm0100664	actress	\N	["Le page"]
tt0000637	5	nm0130633	director	co-director	\N
tt0000637	6	nm0491819	writer	writer	\N
tt0000637	7	nm11698541	producer	producer	\N
tt0000637	8	nm0480825	producer	producer	\N
tt0000637	9	nm1562759	producer	producer	\N
tt0000638	10	nm0502701	actress	\N	["Daughter"]
tt0000638	1	nm0038106	actress	\N	\N
tt0000638	2	nm0041669	actress	\N	["Daughter"]
tt0000638	3	nm0226992	actor	\N	["Manager"]
tt0000638	4	nm0000428	actor	\N	["Suitor"]
tt0000638	5	nm1266490	director	\N	\N
tt0000638	6	nm0005658	cinematographer	\N	\N
tt0000638	7	nm0555522	cinematographer	\N	\N
tt0000638	8	nm0366008	actor	\N	["Messenger"]
tt0000638	9	nm0409390	actor	\N	["Singer"]
tt0000639	1	nm0000428	actor	\N	["Husband"]
tt0000639	2	nm0038106	actress	\N	["Wife"]
tt0000639	3	nm0226992	actor	\N	["Extra"]
tt0000639	4	nm0366008	actor	\N	["Extra"]
tt0000639	5	nm0567363	director	\N	\N
tt0000639	6	nm0005658	cinematographer	\N	\N
tt0000640	10	nm0076202	actress	\N	\N
tt0000640	1	nm0311375	actor	\N	["Matteo Rettazzi","Policeman"]
tt0000640	2	nm0502701	actress	\N	["Fiammetta - Matteo's Wife"]
tt0000640	3	nm0813603	actor	\N	["Judge Mowbray"]
tt0000640	4	nm0492757	actress	\N	["Mrs. Mowbray"]
tt0000640	5	nm0000428	director	\N	\N
tt0000640	6	nm0555522	cinematographer	\N	\N
tt0000640	7	nm0250676	actress	\N	["The Mowbrays' Daughter"]
tt0000640	8	nm0038106	actress	\N	["The Maid"]
tt0000640	9	nm0054884	actress	\N	\N
tt0000641	1	nm0832840	actress	\N	["Artemesia Sophia Stebbins"]
tt0000641	2	nm0038106	actress	\N	\N
tt0000641	3	nm0311375	actor	\N	\N
tt0000641	4	nm0000428	actor	\N	\N
tt0000641	5	nm0555522	cinematographer	\N	\N
tt0000641	6	nm0366008	actor	\N	\N
tt0000641	7	nm0424530	actor	\N	\N
tt0000641	8	nm0784407	actor	\N	\N
tt0000641	9	nm0813603	actor	\N	\N
tt0000642	1	nm0409390	actor	\N	["Bandit Leader"]
tt0000642	2	nm0038106	actress	\N	["Accomplice","Woman at Inn"]
tt0000642	3	nm0502701	actress	\N	["Kidnapped Woman"]
tt0000642	4	nm0813603	actor	\N	["Police Sergeant"]
tt0000642	5	nm0000428	director	\N	\N
tt0000642	6	nm0555522	cinematographer	\N	\N
tt0000642	7	nm0424530	actor	\N	\N
tt0000642	8	nm0492757	actress	\N	\N
tt0000643	1	nm0037789	actress	\N	\N
tt0000643	2	nm0832458	actress	\N	\N
tt0000643	3	nm0930504	actor	\N	\N
tt0000643	4	nm0085865	director	\N	\N
tt0000643	5	nm0926514	writer	poem	\N
tt0000643	6	nm0509478	writer	\N	\N
tt0000644	10	nm0784407	actor	\N	["Backstage Man"]
tt0000644	1	nm0492757	actress	\N	["Mrs. Bailey"]
tt0000644	2	nm0250676	actress	\N	["Mrs. Bailey's Daughter"]
tt0000644	3	nm0115524	actress	\N	\N
tt0000644	4	nm0311375	actor	\N	["Member of Audience","Backstage Man"]
tt0000644	5	nm0000428	director	\N	\N
tt0000644	6	nm0555522	cinematographer	\N	\N
tt0000644	7	nm0366008	actor	\N	["Messenger"]
tt0000644	8	nm0409390	actor	\N	["Manager"]
tt0000644	9	nm0629589	actor	\N	["The Doctor"]
tt0000645	10	nm0784407	actor	\N	["The Butler"]
tt0000645	1	nm0492757	actress	\N	["Myrtle Vane"]
tt0000645	2	nm0813603	actor	\N	["Mr. Wharton"]
tt0000645	3	nm0038106	actress	\N	["The Maid","Party Guest"]
tt0000645	4	nm0115524	actress	\N	["Mrs. Wharton (unconfirmed)"]
tt0000645	5	nm0000428	director	\N	\N
tt0000645	6	nm0005658	cinematographer	\N	\N
tt0000645	7	nm0555522	cinematographer	\N	\N
tt0000645	8	nm0310155	actress	\N	["Party Guest"]
tt0000645	9	nm0311375	actor	\N	["The Palmister"]
tt0000646	1	nm0666972	producer	producer	\N
tt0000647	1	nm1458507	actor	\N	\N
tt0000647	2	nm1459190	actor	\N	\N
tt0000647	3	nm0333175	cinematographer	\N	\N
tt0000648	1	nm0226992	actor	\N	["Mike"]
tt0000648	2	nm0311375	actor	\N	["The Black Viper"]
tt0000648	3	nm0000428	actor	\N	["Rescuer"]
tt0000648	4	nm0642722	actor	\N	["Gang Member"]
tt0000648	5	nm1266490	director	\N	\N
tt0000648	6	nm0005658	cinematographer	\N	\N
tt0000648	7	nm0555522	cinematographer	\N	\N
tt0000648	8	nm0784407	actor	\N	["Rescuer"]
tt0000649	1	nm0226992	actor	\N	["Father"]
tt0000649	2	nm0366008	actor	\N	["Son"]
tt0000649	3	nm0567363	director	\N	\N
tt0000649	4	nm0005658	cinematographer	\N	\N
tt0000650	1	nm0644728	actor	\N	\N
tt0000650	2	nm0697944	actor	\N	\N
tt0000650	3	nm0692105	director	\N	\N
tt0000650	4	nm0169009	writer	\N	\N
tt0000650	5	nm0035502	cinematographer	\N	\N
tt0000651	1	nm0366008	actor	\N	["Swifty"]
tt0000651	2	nm0226992	actor	\N	["Villain"]
tt0000651	3	nm0567363	director	\N	\N
tt0000651	4	nm0005658	cinematographer	\N	\N
tt0000653	10	nm0642722	actor	\N	\N
tt0000653	1	nm0813603	actor	\N	["Frank"]
tt0000653	2	nm0038106	actress	\N	["Jennie"]
tt0000653	3	nm0409390	actor	\N	["Jennie's Father"]
tt0000653	4	nm0311375	actor	\N	["Bill - a Thief"]
tt0000653	5	nm0000428	director	\N	\N
tt0000653	6	nm0005658	cinematographer	\N	\N
tt0000653	7	nm0555522	cinematographer	\N	\N
tt0000653	8	nm0173994	actor	\N	\N
tt0000653	9	nm0366008	actor	\N	["Bellboy"]
tt0000654	10	nm0568282	actress	\N	["Party Guest"]
tt0000654	1	nm0409390	actor	\N	["George Redfeather"]
tt0000654	2	nm0813603	actor	\N	["Lieutenant Penrose"]
tt0000654	3	nm0492757	actress	\N	["Gladys Penrose"]
tt0000654	4	nm0311375	actor	\N	["Indian Agent","Indian"]
tt0000654	5	nm0000428	director	\N	\N
tt0000654	6	nm0555522	cinematographer	\N	\N
tt0000654	7	nm0173994	actor	\N	["Chinese Servant"]
tt0000654	8	nm0331049	actor	\N	\N
tt0000654	9	nm0424530	actor	\N	["Party Guest","Indian"]
tt0000655	1	nm0097743	actor	\N	\N
tt0000655	2	nm0166153	actress	\N	\N
tt0000655	3	nm0201558	actor	\N	\N
tt0000655	4	nm0346933	actor	\N	\N
tt0000655	5	nm0005717	director	\N	\N
tt0000655	6	nm0554499	actor	\N	\N
tt0000655	7	nm0699710	actor	\N	\N
tt0000655	8	nm0802955	actor	\N	\N
tt0000655	9	nm0900293	actor	\N	\N
tt0000656	1	nm0600341	director	\N	\N
tt0000656	2	nm0024464	producer	producer	\N
tt0000657	1	nm0005717	director	\N	\N
tt0000658	1	nm0169871	director	\N	\N
tt0000659	1	nm0000428	actor	\N	["Paddy - the Policeman"]
tt0000659	2	nm0226992	actor	\N	["Rent Collector"]
tt0000659	3	nm0567363	director	\N	\N
tt0000659	4	nm0005658	cinematographer	\N	\N
tt0000660	10	nm0502701	actress	\N	["Customer"]
tt0000660	1	nm0492757	actress	\N	["Mrs. Martin"]
tt0000660	2	nm0214651	actress	\N	["Margie - Mrs. Martin's Daughter"]
tt0000660	3	nm0409390	actor	\N	["Mike McLaren"]
tt0000660	4	nm0173994	actor	\N	\N
tt0000660	5	nm0000428	director	\N	\N
tt0000660	6	nm0005658	cinematographer	\N	\N
tt0000660	7	nm0250676	actress	\N	\N
tt0000660	8	nm0311375	actor	\N	["One of Mike's Assistants"]
tt0000660	9	nm0424530	actor	\N	["One of Mike's Assistants"]
tt0000661	1	nm0617588	actor	\N	["Druid","Judge in the Spanish Inquisition"]
tt0000662	1	nm0226992	actor	\N	["A Classmate"]
tt0000662	2	nm0038106	actress	\N	["Extra"]
tt0000662	3	nm0000428	actor	\N	["Extra"]
tt0000662	4	nm0567363	director	\N	\N
tt0000662	5	nm0005658	cinematographer	\N	\N
tt0000662	6	nm0555522	cinematographer	\N	\N
tt0000663	10	nm0784407	actor	\N	["Dinner Guest","Policeman"]
tt0000663	1	nm0492757	actress	\N	["Bridget","Dinner Guest"]
tt0000663	2	nm0038106	actress	\N	["Dinner Guest"]
tt0000663	3	nm0173994	actor	\N	\N
tt0000663	4	nm0311375	actor	\N	["Waiter"]
tt0000663	5	nm0000428	director	\N	\N
tt0000663	6	nm0005658	cinematographer	\N	\N
tt0000663	7	nm0366008	actor	\N	["Man on Street"]
tt0000663	8	nm0424530	actor	\N	["Dinner Guest","Moneylender"]
tt0000663	9	nm0534221	actress	\N	["Dinner Guest"]
tt0000664	1	nm0086982	actor	\N	\N
tt0000664	2	nm0198154	actor	\N	\N
tt0000664	3	nm0549760	actor	\N	\N
tt0000664	4	nm0687752	actor	\N	\N
tt0000664	5	nm0005717	director	\N	\N
tt0000665	10	nm0784407	actor	\N	["The Waiter","A Policeman"]
tt0000665	1	nm0424530	actor	\N	["Mr. Brown"]
tt0000665	2	nm0492757	actress	\N	["Mrs. Brown"]
tt0000665	3	nm0813603	actor	\N	["Mr. Wells"]
tt0000665	4	nm0038106	actress	\N	\N
tt0000665	5	nm0000428	director	\N	\N
tt0000665	6	nm0005658	cinematographer	\N	\N
tt0000665	7	nm0311375	actor	\N	["Dinner Guest"]
tt0000665	8	nm0366008	actor	\N	["Valet"]
tt0000665	9	nm0534221	actress	\N	["Dinner Guest"]
tt0000666	1	nm0005717	director	\N	\N
tt0000667	1	nm0005717	director	\N	\N
tt0000668	1	nm0098376	actor	\N	["Edmond Dantes"]
tt0000668	2	nm0091767	actor	\N	\N
tt0000668	3	nm0675544	director	\N	\N
tt0000668	4	nm0241416	writer	novel	\N
tt0000668	5	nm0783152	producer	producer	\N
tt0000669	1	nm0384754	actress	\N	["Cupid"]
tt0000669	2	nm1866776	actor	\N	\N
tt0000669	3	nm0615155	actress	\N	["Woman"]
tt0000669	4	nm1670497	actor	\N	\N
tt0000669	5	nm0205986	director	\N	\N
tt0000669	6	nm0692105	cinematographer	\N	\N
tt0000669	7	nm0768187	actress	\N	\N
tt0000669	8	nm0000428	actor	\N	["Extra at Ball"]
tt0000670	1	nm0140054	actor	\N	\N
tt0000670	2	nm0872279	actor	\N	\N
tt0000670	3	nm0194088	director	\N	\N
tt0000670	4	nm0148859	writer	novella	\N
tt0000671	1	nm0691995	actress	\N	\N
tt0000671	2	nm0691994	director	\N	\N
tt0000671	3	nm0582268	producer	producer	\N
tt0000672	1	nm0813603	actor	\N	["Harold Thornton"]
tt0000672	2	nm0568282	actress	\N	["Mrs. Harold Thornton"]
tt0000672	3	nm0311375	actor	\N	["The Devil"]
tt0000672	4	nm0424530	actor	\N	["The Wife's Companion"]
tt0000672	5	nm0000428	director	\N	\N
tt0000672	6	nm0005658	cinematographer	\N	\N
tt0000672	7	nm0492757	actress	\N	["A Model"]
tt0000672	8	nm0784407	actor	\N	["The Waiter"]
tt0000672	9	nm0534221	actress	\N	\N
tt0000673	1	nm0140054	actor	\N	\N
tt0000673	2	nm0302647	actor	\N	["Lázaro"]
tt0000673	3	nm0422930	actor	\N	["Melchor"]
tt0000673	4	nm0802950	actor	\N	\N
tt0000673	5	nm0005717	director	\N	\N
tt0000673	6	nm0271357	writer	play	\N
tt0000673	7	nm0802955	actor	\N	\N
tt0000673	8	nm0900293	actor	\N	\N
tt0000674	1	nm0735618	actor	\N	["Don Juan Tenorio"]
tt0000674	2	nm0063413	director	\N	\N
tt0000674	3	nm0550220	director	\N	\N
tt0000674	4	nm0957979	writer	play	\N
tt0000675	1	nm0194088	director	\N	\N
tt0000675	2	nm0148859	writer	novel	\N
tt0000676	1	nm0097421	actor	\N	\N
tt0000676	2	nm0140054	actor	\N	\N
tt0000676	3	nm0194088	director	\N	\N
tt0000676	4	nm0729044	writer	play	\N
tt0000677	1	nm0007221	actor	\N	\N
tt0000677	2	nm0644728	actor	\N	\N
tt0000677	3	nm0697944	actor	\N	\N
tt0000677	4	nm0877550	actress	\N	\N
tt0000677	5	nm0692105	director	\N	\N
tt0000678	1	nm0005717	director	\N	\N
tt0000679	1	nm0000875	actor	\N	["The Wizard of Oz Man"]
tt0000679	2	nm0122665	actor	\N	["His Majesty the Scarecrow","Para Bruin - the Rubber Bear"]
tt0000679	3	nm0933446	actor	\N	["Nick Chopper - Tin Woodman","The White Rabbit"]
tt0000679	4	nm2924919	actor	\N	["Tik-Tok - the Machine Man"]
tt0000679	5	nm0091767	director	\N	\N
tt0000679	6	nm0877783	director	\N	\N
tt0000679	7	nm0542903	composer	\N	\N
tt0000680	1	nm0226992	actor	\N	["Inventor"]
tt0000680	2	nm0000428	actor	\N	["Cop in Court"]
tt0000680	3	nm0567363	director	\N	\N
tt0000680	4	nm0005658	cinematographer	\N	\N
tt0000681	1	nm0813603	actor	\N	["Prison Guard"]
tt0000681	2	nm0000428	actor	\N	["Prisoner"]
tt0000681	3	nm0642722	actor	\N	["Prisoner"]
tt0000681	4	nm0567363	director	\N	\N
tt0000681	5	nm0005658	cinematographer	\N	\N
tt0000682	1	nm0169871	director	\N	\N
tt0000683	10	nm0534221	actress	\N	\N
tt0000683	1	nm0311375	actor	\N	["Hendricks"]
tt0000683	2	nm0813603	actor	\N	["Pong Lee"]
tt0000683	3	nm0038106	actress	\N	["Kidnapped Woman"]
tt0000683	4	nm0041669	actress	\N	\N
tt0000683	5	nm0000428	director	\N	\N
tt0000683	6	nm0692105	producer	producer	\N
tt0000683	7	nm0555522	cinematographer	\N	\N
tt0000683	8	nm0331049	actor	\N	\N
tt0000683	9	nm0502701	actress	\N	["Detective"]
tt0000684	10	nm0492757	actress	\N	["First Couple"]
tt0000684	1	nm0784407	actor	\N	["Bill Wilkins"]
tt0000684	2	nm0813603	actor	\N	["Wilkins' Son"]
tt0000684	3	nm0311375	actor	\N	["Professor Dyem","First Couple"]
tt0000684	4	nm0038106	actress	\N	\N
tt0000684	5	nm0000428	director	\N	\N
tt0000684	6	nm0005658	cinematographer	\N	\N
tt0000684	7	nm0043018	actor	\N	["The Butler"]
tt0000684	8	nm0331049	actor	\N	\N
tt0000684	9	nm0409390	actor	\N	["Clumsy Waiter"]
tt0000685	10	nm0732651	actress	\N	["Nellie Caufield as a Child"]
tt0000685	1	nm0813603	actor	\N	["Mr. Caufield"]
tt0000685	2	nm0038106	actress	\N	["Mrs. Caufield"]
tt0000685	3	nm0424530	actor	\N	["Colonel Wilkinson"]
tt0000685	4	nm0366008	actor	\N	["George Wilkinson"]
tt0000685	5	nm0000428	director	\N	\N
tt0000685	6	nm0005658	cinematographer	\N	\N
tt0000685	7	nm0555522	cinematographer	\N	\N
tt0000685	8	nm0311375	actor	\N	["Bobby Wilkinson as an Adult"]
tt0000685	9	nm0502701	actress	\N	["Nellie Caufield as an Adult"]
tt0000686	1	nm0005717	director	\N	\N
tt0000687	1	nm0646058	director	\N	\N
tt0000688	1	nm0298301	actress	\N	\N
tt0000688	2	nm0111753	director	\N	\N
tt0000689	1	nm0813603	actor	\N	["Thief","Butler"]
tt0000689	2	nm0311375	actor	\N	["Thief"]
tt0000689	3	nm0331049	actor	\N	\N
tt0000689	4	nm0409390	actor	\N	\N
tt0000689	5	nm0000428	director	\N	\N
tt0000689	6	nm0518711	writer	story "Just Meat"	\N
tt0000689	7	nm0555522	cinematographer	\N	\N
tt0000690	1	nm0409390	actor	\N	["Irving Robertson"]
tt0000690	2	nm0813603	actor	\N	["Frank Wilson"]
tt0000690	3	nm0311375	actor	\N	["Henderson - the Manager"]
tt0000690	4	nm0038106	actress	\N	["The Maid"]
tt0000690	5	nm0000428	director	\N	\N
tt0000690	6	nm0555522	cinematographer	\N	\N
tt0000690	7	nm0331049	actor	\N	\N
tt0000690	8	nm0424530	actor	\N	\N
tt0000691	1	nm0187981	actor	\N	\N
tt0000692	1	nm0742958	actor	\N	\N
tt0000692	2	nm0349492	actor	\N	\N
tt0000692	3	nm0143083	actor	\N	\N
tt0000692	4	nm0303066	director	\N	\N
tt0000693	1	nm0005717	director	\N	\N
tt0000694	10	nm0784407	actor	\N	["Indian"]
tt0000694	1	nm0409390	actor	\N	["Bill Preston"]
tt0000694	2	nm0813603	actor	\N	["Nellie's Father"]
tt0000694	3	nm0310155	actress	\N	["Nellie Carson"]
tt0000694	4	nm0311375	actor	\N	["Indian"]
tt0000694	5	nm0000428	director	\N	\N
tt0000694	6	nm0555522	cinematographer	\N	\N
tt0000694	7	nm0424530	actor	\N	["Indian"]
tt0000694	8	nm0492757	actress	\N	["Woman"]
tt0000694	9	nm0524306	actor	\N	\N
tt0000695	10	nm0227021	actor	\N	\N
tt0000695	1	nm0524306	actor	\N	["Jose"]
tt0000695	2	nm0424530	actor	\N	["Tom Berkeley"]
tt0000695	3	nm0502701	actress	\N	["Mildred West"]
tt0000695	4	nm0409390	actor	\N	["Bill Gates"]
tt0000695	5	nm0000428	director	\N	\N
tt0000695	6	nm0853193	writer	writer	\N
tt0000695	7	nm0555522	cinematographer	\N	\N
tt0000695	8	nm0038106	actress	\N	["Woman on Street","Party Guest"]
tt0000695	9	nm0115524	actress	\N	\N
tt0000696	1	nm0602663	actor	\N	\N
tt0000696	2	nm0687752	actor	\N	\N
tt0000696	3	nm0697563	actor	\N	\N
tt0000696	4	nm1050849	actor	\N	\N
tt0000696	5	nm0005717	director	\N	\N
tt0000697	10	nm0784407	actor	\N	["Confederate Soldier","Union Soldier"]
tt0000697	1	nm0424530	actor	\N	["Jack Stanford"]
tt0000697	2	nm0922044	actress	\N	["Dorothy"]
tt0000697	3	nm0311375	actor	\N	["Confederate Soldier"]
tt0000697	4	nm0409390	actor	\N	["Servant"]
tt0000697	5	nm0000428	director	\N	\N
tt0000697	6	nm0005658	cinematographer	\N	\N
tt0000697	7	nm0555522	cinematographer	\N	\N
tt0000697	8	nm0601698	actor	\N	\N
tt0000697	9	nm0949133	actor	\N	\N
tt0000698	1	nm0492757	actress	\N	["O'Yama"]
tt0000698	2	nm0311375	actor	\N	["O'Yama's Lover"]
tt0000698	3	nm0000428	actor	\N	["Footman"]
tt0000698	4	nm0629589	actor	\N	["Grand Daimio"]
tt0000698	5	nm0366610	writer	novel	\N
tt0000698	6	nm0555522	cinematographer	\N	\N
tt0000698	7	nm0784407	actor	\N	["Footman"]
tt0000698	8	nm0813603	actor	\N	["Spy"]
